Player,Pokémon,Sim_Score,#,HP,Attack,Defense,Special,Speed,HP_scale,Attack_scale,Defense_scale,Special_scale,Speed_scale,TOI_GP,xEVO_GAR,xEVD_GAR,xST_GAR,Pens_GAR,TOI_GP_scale,xEVO_GAR_scale,xEVD_GAR_scale,xST_GAR_scale,Pens_GAR_scale
Mackenzie Entwistle,Onix,67.6,95,35,45,160,30,70,0.099337748,0.142384106,0.993377483,0.069536424,0.536423841,11.91666667,-4.3,2.1,-1.9,0.2,0.197633136,0.027810651,0.782248521,0.061538462,0.480473373
MacKenzie Weegar,Tangela,47,114,65,55,115,100,60,0.602649007,0.28807947,0.953642384,0.844370861,0.413907285,21.0962963,-1.5,11.5,3.1,0.6,0.910059172,0.170414201,1,0.905325444,0.638461538
Marc Staal,Venomoth,62.3,49,70,65,60,90,90,0.678807947,0.430463576,0.430463576,0.758278146,0.761589404,18.19390244,-1.6,0.4,1.5,1.5,0.732544379,0.159763314,0.513017751,0.788757396,0.84556213
Marc-Edouard Vlasic,Starmie,59.2,121,60,75,85,100,115,0.476821192,0.546357616,0.768211921,0.844370861,0.956953642,17.47564103,-0.1,4.6,1.6,2,0.679289941,0.371005917,0.940236686,0.808284024,0.914792899
Marco Rossi,Ditto,91.3,132,48,48,48,48,48,0.284768212,0.19205298,0.218543046,0.245033113,0.258278146,12.52105263,-1.1,-0.8,-0.6,-0.2,0.247337278,0.21183432,0.297633136,0.204733728,0.293491124
Marco Scandella,Ivysaur,55.9,2,60,62,63,80,60,0.476821192,0.367549669,0.463576159,0.655629139,0.413907285,17.835,0.2,-1.2,1.2,-0.1,0.70887574,0.421893491,0.243195266,0.749112426,0.340828402
Marcus Bjork,Weepinbell,48.4,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,18.15454545,2.7,-3.6,0.4,-1.6,0.726627219,0.671005917,0.089349112,0.626627219,0.027810651
Marcus Foligno,Seadra,81.8,117,55,65,95,95,85,0.387417219,0.430463576,0.844370861,0.78807947,0.698675497,14.99076923,1.2,1.8,1.3,0.9,0.44852071,0.54852071,0.750295858,0.759763314,0.732544379
Marcus Johansson,Raichu,73.2,26,60,90,55,90,100,0.476821192,0.754966887,0.341059603,0.758278146,0.880794702,16.49,8.6,-0.6,2.7,2.8,0.577514793,0.886390533,0.332544379,0.88816568,0.966272189
Marcus Pettersson,Lapras,69.2,131,130,85,80,95,60,0.976821192,0.715231788,0.715231788,0.78807947,0.413907285,20.58382353,4.1,0.5,2.7,-0.2,0.89112426,0.753846154,0.535502959,0.884615385,0.293491124
Mario Ferraro,Pidgeotto,17.7,17,63,60,55,50,71,0.543046358,0.341059603,0.341059603,0.294701987,0.57615894,21.60416667,-1.7,-2.2,-2.8,1.6,0.927810651,0.152662722,0.159763314,0.029585799,0.859171598
Mark Friedman,Poliwhirl,49.1,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,14.44782609,-0.6,1.7,-0.9,1.7,0.397633136,0.292307692,0.742011834,0.144378698,0.873964497
Mark Giordano,Vileplume,57.3,45,75,80,85,100,50,0.718543046,0.602649007,0.768211921,0.844370861,0.284768212,18.95384615,4,3.8,2.7,-1.6,0.783431953,0.74852071,0.906508876,0.88816568,0.027810651
Mark Jankowski,Cubone,77.1,104,50,50,95,40,35,0.321192053,0.231788079,0.844370861,0.165562914,0.105960265,12.44,-1.2,1.2,-0.7,-0.7,0.24260355,0.198816568,0.666272189,0.183431953,0.139053254
Mark Kastelic,Kabuto,72.6,140,30,80,90,45,55,0.052980132,0.602649007,0.804635762,0.221854305,0.337748344,8.883076923,1.9,1.9,-0.8,-0.8,0.028402367,0.609467456,0.762721893,0.159171598,0.120118343
Mark Scheifele,Magmar,25.4,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,20.48641975,16.8,-4.8,5,3.4,0.885207101,0.981656805,0.058579882,0.95739645,0.980473373
Mark Stone,Mew,84.8,151,100,100,100,100,100,0.933774834,0.844370861,0.894039735,0.844370861,0.880794702,19.37674419,5.9,4.1,1.3,1.5,0.815384615,0.827810651,0.918934911,0.767455621,0.84556213
Markus Niemelainen,Charmander,82.5,4,39,52,43,50,65,0.132450331,0.261589404,0.152317881,0.294701987,0.466887417,10.03913043,-0.8,-1.3,-0.3,0.5,0.071005917,0.258579882,0.228402367,0.264497041,0.595266272
Martin Fehervary,Electrode,40.9,101,60,50,70,80,140,0.476821192,0.231788079,0.586092715,0.655629139,1,20.00149254,-2.7,1.3,0.1,2,0.856804734,0.085798817,0.686982249,0.526035503,0.914792899
Martin Kaut,Horsea,59.9,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,10.40277778,-0.2,0.7,0.2,0.5,0.094674556,0.346745562,0.575147929,0.573964497,0.595266272
Martin Necas,Electabuzz,65.9,125,65,83,57,85,105,0.602649007,0.67218543,0.38410596,0.715231788,0.92384106,18.41219512,4.1,-1.1,3,2.8,0.737278107,0.753846154,0.256804734,0.9,0.966272189
Mason Appleton,Raticate,74.3,20,55,81,60,50,97,0.387417219,0.642384106,0.430463576,0.294701987,0.847682119,16.0195122,2.7,-0.1,-1,1.4,0.531360947,0.671005917,0.418343195,0.131952663,0.830769231
Mason Marchment,Venonat,85.7,48,60,55,50,40,45,0.476821192,0.28807947,0.264900662,0.165562914,0.225165563,15.70588235,-1.1,-1.1,-0.7,-0.1,0.50295858,0.21183432,0.256804734,0.183431953,0.340828402
Mason McTavish,Weepinbell,70.6,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,15.3475,1.8,-2.5,0.7,-0.2,0.475739645,0.601775148,0.132544379,0.682840237,0.293491124
Mason Shaw,Magneton,53.4,82,50,60,95,120,70,0.321192053,0.341059603,0.844370861,0.947019868,0.536423841,11.28983051,0.5,2.5,0.7,0,0.149112426,0.467455621,0.821301775,0.693491124,0.392307692
Matej Blumel,Goldeen,65.5,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,9.7,-0.1,-0.5,0,0,0.053254438,0.371005917,0.346153846,0.428994083,0.392307692
Mathew Barzal,Exeggutor,60.8,103,95,95,85,125,55,0.917218543,0.804635762,0.768211921,0.970198675,0.337748344,18.71896552,8.2,1.5,1.4,-0.6,0.770414201,0.875739645,0.718343195,0.778106509,0.160946746
Mathieu Joseph,Electrode,66,101,60,50,70,80,140,0.476821192,0.231788079,0.586092715,0.655629139,1,14.025,-2.9,0,0.2,1.9,0.358579882,0.071597633,0.441420118,0.573964497,0.904142012
Mathieu Olivier,Gloom,56.4,44,60,65,70,85,40,0.476821192,0.430463576,0.586092715,0.715231788,0.152317881,11.63030303,0.8,0.5,0.6,-1.5,0.171597633,0.505325444,0.535502959,0.662130178,0.038461538
Matias MacCelli,Hitmonchan,75.5,107,50,105,79,35,76,0.321192053,0.88410596,0.678807947,0.109271523,0.612582781,15.68125,5.2,1.2,-1.4,0.7,0.501775148,0.799408284,0.666272189,0.09704142,0.681656805
Mats Zuccarello,Jynx,39.5,124,65,50,35,95,95,0.602649007,0.231788079,0.089403974,0.78807947,0.82781457,20.18589744,1.2,-5,5.2,1.9,0.868639053,0.54852071,0.053846154,0.963313609,0.904142012
Matt Benning,Poliwhirl,7.9,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,19.77922078,-4.4,3.3,-1.5,3.1,0.84260355,0.025443787,0.879289941,0.086982249,0.975739645
Matt Boldy,Weezing,78.1,110,65,90,120,85,60,0.602649007,0.754966887,0.970198675,0.715231788,0.413907285,18.5,6.6,4.7,1.3,0.2,0.746745562,0.850295858,0.94556213,0.767455621,0.480473373
Matt Duchene,Weepinbell,51.3,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,18.2915493,5.9,-3.9,0.1,0.4,0.734911243,0.827810651,0.075739645,0.526035503,0.556213018
Matt Dumba,Lickitung,44.3,108,90,55,75,60,30,0.864238411,0.28807947,0.639072848,0.42384106,0.062913907,21.27721519,-3.8,1.4,-0.4,-0.1,0.920710059,0.040236686,0.701183432,0.238461538,0.340828402
Matt Grzelcyk,Nidorina,71.2,30,70,62,67,55,56,0.678807947,0.367549669,0.543046358,0.367549669,0.374172185,17.26666667,-0.1,1.8,-0.3,-0.2,0.656804734,0.371005917,0.750295858,0.277514793,0.293491124
Matt Irwin,Seadra,49,117,55,65,95,95,85,0.387417219,0.430463576,0.844370861,0.78807947,0.698675497,13.03770492,-3.4,3.2,0.9,0.7,0.287573964,0.059171598,0.872189349,0.715976331,0.681656805
Matt Kiersted,Goldeen,48.8,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,9.845,2.6,0.6,0.1,-0.1,0.057988166,0.66035503,0.555621302,0.526035503,0.340828402
Matt Luff,Staryu,67.4,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,9.878947368,-0.3,-0.5,0,0.4,0.059171598,0.326035503,0.346153846,0.428994083,0.556213018
Matt Martin,Horsea,67.1,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,11.14814815,-3,1.9,0.2,0.5,0.13964497,0.067455621,0.762721893,0.573964497,0.595266272
Matt Nieto,Arbok,70,24,60,85,69,65,80,0.476821192,0.715231788,0.549668874,0.490066225,0.649006623,13.52962963,4.2,1.2,-0.1,0.9,0.325443787,0.758579882,0.666272189,0.36035503,0.732544379
Matt Roy,Blastoise,73.8,9,79,83,100,85,78,0.741721854,0.67218543,0.894039735,0.715231788,0.622516556,18.77560976,6.3,3.1,1.9,0.4,0.773964497,0.842011834,0.866863905,0.837278107,0.556213018
Matthew Tkachuk,Mewtwo,78,150,106,110,90,154,130,0.960264901,0.92384106,0.804635762,1,0.986754967,20.43670886,24,1.2,4,2.1,0.882840237,0.996449704,0.666272189,0.937869822,0.925443787
Mattias Ekholm,Kangaskhan,56.1,115,105,95,80,40,90,0.947019868,0.804635762,0.715231788,0.165562914,0.761589404,21.43717949,10.5,9.2,-3.1,1,0.924260355,0.933727811,0.998816568,0.021301775,0.761538462
Mattias Janmark,Exeggcute,74.6,102,60,40,80,60,40,0.476821192,0.089403974,0.715231788,0.42384106,0.152317881,14.66363636,-3.8,2.7,-0.3,-0.8,0.418934911,0.040236686,0.839053254,0.264497041,0.120118343
Mattias Samuelsson,Jigglypuff,45.5,39,115,45,20,25,20,0.966887417,0.142384106,0.01986755,0.039735099,0.016556291,22.16727273,-1.7,-1.7,-1.9,0,0.947928994,0.152662722,0.195266272,0.061538462,0.392307692
Matty Beniers,Scyther,70.2,123,70,110,80,55,105,0.678807947,0.92384106,0.715231788,0.367549669,0.92384106,17.09125,4.9,3.5,-0.2,4.6,0.639053254,0.78816568,0.892899408,0.29704142,0.99408284
Max Comtois,Ponyta,71.2,77,50,85,55,65,90,0.321192053,0.715231788,0.341059603,0.490066225,0.761589404,13.8125,2.2,-1.8,-0.1,0.8,0.344378698,0.630177515,0.186390533,0.336094675,0.707692308
Max Domi,Weepinbell,60.9,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,17.77375,2,-8.4,0.8,-0.1,0.705325444,0.615384615,0.006508876,0.701183432,0.340828402
Max Jones,Goldeen,79.2,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,12.71304348,0,-0.3,-0.4,-0.2,0.262721893,0.390532544,0.378106509,0.238461538,0.293491124
Max Pacioretty,Goldeen,88.3,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,13.64,0.8,0.4,-0.2,0.2,0.333727811,0.505325444,0.513017751,0.29704142,0.480473373
Max Willman,Squirtle,69.6,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,8.966666667,-0.8,0.3,0,-0.4,0.030769231,0.258579882,0.493491124,0.428994083,0.219526627
Michael Amadio,Cloyster,62.2,91,50,95,180,85,70,0.321192053,0.804635762,1,0.715231788,0.536423841,12.2119403,8.5,2.3,0.1,0.4,0.224852071,0.883431953,0.800591716,0.526035503,0.556213018
Michael Bunting,Raichu,54.1,26,60,90,55,90,100,0.476821192,0.754966887,0.341059603,0.758278146,0.880794702,15.79634146,4.4,-3.5,1.9,0.6,0.513609467,0.767455621,0.092899408,0.837278107,0.638461538
Michael Carcone,Wartortle,67.2,8,59,63,80,65,58,0.42384106,0.377483444,0.715231788,0.490066225,0.38410596,12.64444444,1.6,1.5,0,0,0.259171598,0.579881657,0.718343195,0.428994083,0.392307692
Michael Eyssimont,Sandshrew,76,27,50,75,85,30,40,0.321192053,0.546357616,0.768211921,0.069536424,0.152317881,12.2537037,0.3,2,-0.5,-0.8,0.231952663,0.437278107,0.773964497,0.220118343,0.120118343
Michael Kesselring,Nidorina,79.9,30,70,62,67,55,56,0.678807947,0.367549669,0.543046358,0.367549669,0.374172185,17.08888889,-0.4,0.4,0,-0.4,0.637869822,0.314201183,0.513017751,0.428994083,0.219526627
Michael McCarron,Paras,79.3,46,35,70,55,55,25,0.099337748,0.496688742,0.341059603,0.367549669,0.033112583,10.540625,0.5,-0.7,-0.4,-0.6,0.104142012,0.467455621,0.315976331,0.238461538,0.160946746
Michael McLeod,Mr. Mime,89.2,122,40,45,65,100,90,0.178807947,0.142384106,0.503311258,0.844370861,0.761589404,12.25125,-1.4,-0.1,1.6,1.1,0.230769231,0.184023669,0.418343195,0.8,0.782840237
Michael Pezzetta,Paras,59.4,46,35,70,55,55,25,0.099337748,0.496688742,0.341059603,0.367549669,0.033112583,9.322222222,1.7,0.8,-0.6,-1.1,0.046153846,0.59112426,0.593491124,0.204733728,0.072781065
Michael Rasmussen,Poliwhirl,62.6,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,15.08928571,1.1,1.6,-0.1,1.2,0.453254438,0.537869822,0.733727811,0.336094675,0.798816568
Michael Stone,Bellsprout,60.6,69,50,75,35,70,40,0.321192053,0.546357616,0.089403974,0.559602649,0.152317881,13.3125,2.1,-0.3,0.3,-1.1,0.30887574,0.622485207,0.378106509,0.611242604,0.072781065
Mika Zibanejad,Zapdos,75.5,145,90,90,85,125,100,0.864238411,0.754966887,0.768211921,0.970198675,0.880794702,19.96829268,7.5,0.9,7.9,2.8,0.855621302,0.863905325,0.60887574,0.989349112,0.966272189
Mikael Backlund,Slowbro,62.8,80,95,75,110,80,30,0.917218543,0.546357616,0.933774834,0.655629139,0.062913907,18.16341463,4.3,3.6,0.3,-0.9,0.728994083,0.762721893,0.898816568,0.592899408,0.10295858
Mikael Granlund,Pidgeotto,39.7,17,63,60,55,50,71,0.543046358,0.341059603,0.341059603,0.294701987,0.57615894,17.81012658,-2.2,-5.9,-1.1,0.6,0.707692308,0.118343195,0.027810651,0.124260355,0.638461538
Mike Hardman,Horsea,70,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,10.1625,-0.8,0.2,0,0.2,0.079289941,0.258579882,0.479289941,0.428994083,0.480473373
Mike Hoffman,Machop,56.2,66,70,80,50,35,35,0.678807947,0.602649007,0.264900662,0.109271523,0.105960265,15.67313433,3.6,0.4,-2.3,-1.5,0.500591716,0.727810651,0.513017751,0.043195266,0.038461538
Mike Matheson,Kangaskhan,62.5,115,105,95,80,40,90,0.947019868,0.804635762,0.715231788,0.165562914,0.761589404,24.45208333,5.1,3,-4.4,0.4,0.986982249,0.795857988,0.860946746,0.007100592,0.556213018
Mike Reilly,Ivysaur,76.2,2,60,62,63,80,60,0.476821192,0.367549669,0.463576159,0.655629139,0.413907285,16.83,0,-0.1,0.1,0.2,0.615384615,0.390532544,0.418343195,0.526035503,0.480473373
Mikey Anderson,Electrode,15.6,101,60,50,70,80,140,0.476821192,0.231788079,0.586092715,0.655629139,1,21.65324675,-2.8,4.7,0.1,1.9,0.930177515,0.078698225,0.94556213,0.526035503,0.904142012
Mikhail Sergachev,Victreebel,72.4,71,80,105,65,100,70,0.778145695,0.88410596,0.503311258,0.844370861,0.536423841,23.81139241,8.9,0.7,3.4,0.2,0.978698225,0.896449704,0.575147929,0.919526627,0.480473373
Mikko Rantanen,Magmar,19.7,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,22.22073171,25.2,-8.4,4,1.2,0.949112426,0.998816568,0.006508876,0.937869822,0.798816568
Milan Lucic,Bulbasaur,63.9,1,45,49,49,65,45,0.254966887,0.205298013,0.231788079,0.490066225,0.225165563,11.30649351,-1.7,-2.4,-0.1,-1.6,0.150295858,0.152662722,0.141420118,0.336094675,0.027810651
Miles Wood,Nidoran (M),78.1,32,46,57,40,40,50,0.278145695,0.317880795,0.132450331,0.165562914,0.284768212,12.10657895,0.1,-5.1,-0.5,-0.6,0.210650888,0.408284024,0.050887574,0.220118343,0.160946746
Milos Kelemen,Bulbasaur,65.3,1,45,49,49,65,45,0.254966887,0.205298013,0.231788079,0.490066225,0.225165563,7.678571429,-0.8,-1.1,0,-0.8,0.008284024,0.258579882,0.256804734,0.428994083,0.120118343
Miro Heiskanen,Zapdos,82.4,145,90,90,85,125,100,0.864238411,0.754966887,0.768211921,0.970198675,0.880794702,25.49113924,3,2.4,3.6,1.4,0.99408284,0.692307692,0.810650888,0.924852071,0.830769231
Mitch Marner,Mewtwo,86.3,150,106,110,90,154,130,0.960264901,0.92384106,0.804635762,1,0.986754967,21.27625,9.4,3.2,9.4,1.7,0.919526627,0.91183432,0.872189349,0.995266272,0.873964497
Morgan Barron,Ivysaur,63.3,2,60,62,63,80,60,0.476821192,0.367549669,0.463576159,0.655629139,0.413907285,13.23285714,-1.4,0.8,0.9,0,0.29704142,0.184023669,0.593491124,0.715976331,0.392307692
Morgan Frost,Hitmonlee,58,106,50,120,53,35,87,0.321192053,0.953642384,0.304635762,0.109271523,0.721854305,16.34320988,5.6,0.1,-3,1,0.559763314,0.815976331,0.463313609,0.025443787,0.761538462
Morgan Geekie,Mankey,92.3,56,40,80,35,35,70,0.178807947,0.602649007,0.089403974,0.109271523,0.536423841,10.45507246,2.4,-3.1,-1,0.4,0.099408284,0.646153846,0.10887574,0.131952663,0.556213018
Morgan Rielly,Tentacruel,42.5,73,80,70,65,120,100,0.778145695,0.496688742,0.503311258,0.947019868,0.880794702,21.70461538,1.6,-3.2,3.9,1.5,0.932544379,0.579881657,0.105325444,0.931360947,0.84556213
Moritz Seider,Poliwhirl,0,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,23.14878049,-2.8,4.1,-4.5,1.8,0.963313609,0.078698225,0.918934911,0.00591716,0.89112426
Nate Schmidt,Persian,83.1,53,65,70,60,65,115,0.602649007,0.496688742,0.430463576,0.490066225,0.956953642,18.46619718,0.9,0.1,0.1,2.3,0.744378698,0.518343195,0.463313609,0.550295858,0.939053254
Nathan Bastian,Magneton,71.1,82,50,60,95,120,70,0.321192053,0.341059603,0.844370861,0.947019868,0.536423841,12.4372093,0.8,2.5,1.8,0.1,0.241420118,0.505325444,0.821301775,0.826035503,0.437278107
Nathan Beaulieu,Nidoran (M),67.1,32,46,57,40,40,50,0.278145695,0.317880795,0.132450331,0.165562914,0.284768212,15.23269231,-1.7,-5.5,-0.9,-0.2,0.468639053,0.152662722,0.040828402,0.144378698,0.293491124
Nathan MacKinnon,Magmar,27.6,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,22.31267606,18,-3.3,2.2,4.3,0.95147929,0.986982249,0.1,0.856213018,0.992307692
Nathan Walker,Meowth,83.6,52,40,45,35,40,90,0.178807947,0.142384106,0.089403974,0.165562914,0.761589404,10.28571429,-2.8,-3.3,-0.3,1.3,0.089940828,0.078698225,0.1,0.264497041,0.814792899
Nazem Kadri,Jolteon,73.5,135,65,65,60,110,130,0.602649007,0.430463576,0.430463576,0.907284768,0.986754967,17.19634146,1.7,-0.9,3.3,4.1,0.649704142,0.59112426,0.279881657,0.914201183,0.989940828
Neal Pionk,Beedrill,37.8,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,21.9402439,6.3,-8,-0.2,1,0.940828402,0.842011834,0.010059172,0.29704142,0.761538462
Nic Dowd,Kingler,72.4,99,55,130,115,50,75,0.387417219,0.983443709,0.953642384,0.294701987,0.59602649,13.35230769,8.5,2.9,-0.3,1,0.311242604,0.883431953,0.853254438,0.264497041,0.761538462
Nic Petan,Goldeen,80.5,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,11.6,0.2,0.2,0,0.2,0.168047337,0.421893491,0.479289941,0.428994083,0.480473373
Nicholas Robertson,Goldeen,80.8,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,10.88666667,0.5,0.1,-0.3,0.4,0.127810651,0.467455621,0.463313609,0.264497041,0.556213018
Nick Bjugstad,Sandshrew,50.8,27,50,75,85,30,40,0.321192053,0.546357616,0.768211921,0.069536424,0.152317881,16.2,4.3,0.9,-3.9,-0.2,0.543195266,0.762721893,0.60887574,0.013017751,0.293491124
Nick Blankenburg,Seaking,87.7,119,80,92,65,80,68,0.778145695,0.778145695,0.503311258,0.655629139,0.496688742,19.175,3.2,-0.2,0.6,0.2,0.797633136,0.708284024,0.398224852,0.662130178,0.480473373
Nick Bonino,Sandshrew,68.3,27,50,75,85,30,40,0.321192053,0.546357616,0.768211921,0.069536424,0.152317881,15.93548387,2.3,3.2,-1.6,-1.3,0.519526627,0.637869822,0.872189349,0.078106509,0.055029586
Nick Cicek,Exeggcute,74.3,102,60,40,80,60,40,0.476821192,0.089403974,0.715231788,0.42384106,0.152317881,14.41875,-2,0.6,0.1,-0.4,0.396449704,0.129585799,0.555621302,0.526035503,0.219526627
Nick Cousins,Doduo,65.9,84,35,85,45,35,75,0.099337748,0.715231788,0.185430464,0.109271523,0.59602649,11.02531646,2.6,-4.3,-0.1,0.7,0.137278107,0.66035503,0.068639053,0.336094675,0.681656805
Nick Foligno,Cloyster,66.4,91,50,95,180,85,70,0.321192053,0.804635762,1,0.715231788,0.536423841,12.36166667,2.5,3.4,0.3,0,0.237869822,0.652071006,0.885798817,0.611242604,0.392307692
Nick Holden,Poliwhirl,61.5,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,16.70461538,-1,-0.1,-1.6,1.1,0.603550296,0.231360947,0.418343195,0.078106509,0.782840237
Nick Jensen,Mew,62.4,151,100,100,100,100,100,0.933774834,0.844370861,0.894039735,0.844370861,0.880794702,20.61688312,1.7,3.5,1,3.8,0.893491124,0.59112426,0.892899408,0.727218935,0.986982249
Nick Leddy,Venomoth,44.1,49,70,65,60,90,90,0.678807947,0.430463576,0.430463576,0.758278146,0.761589404,21.11794872,-1.5,-0.1,0.3,2.6,0.912426036,0.170414201,0.418343195,0.611242604,0.955029586
Nick Paul,Seadra,72.1,117,55,65,95,95,85,0.387417219,0.430463576,0.844370861,0.78807947,0.698675497,16.16,-0.7,3,2.6,0.8,0.53964497,0.275739645,0.860946746,0.876923077,0.707692308
Nick Perbix,Poliwhirl,73,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,15.39565217,0.1,1.3,-0.1,1.2,0.479289941,0.408284024,0.686982249,0.336094675,0.798816568
Nick Ritchie,Bellsprout,66.7,69,50,75,35,70,40,0.321192053,0.546357616,0.089403974,0.559602649,0.152317881,13.54864865,3.1,-5.1,1,-2,0.328994083,0.701775148,0.050887574,0.727218935,0.010650888
Nick Schmaltz,Magmar,66.3,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,19.7031746,10,-0.6,0.8,1,0.837869822,0.926627219,0.332544379,0.701183432,0.761538462
Nick Seeler,Seadra,61.5,117,55,65,95,95,85,0.387417219,0.430463576,0.844370861,0.78807947,0.698675497,14.48961039,1.7,7.5,0.3,1.3,0.398816568,0.59112426,0.985207101,0.600591716,0.814792899
Nick Suzuki,Magmar,40.1,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,21.09512195,6.6,-3.1,1.7,2.7,0.90887574,0.850295858,0.10887574,0.815976331,0.960946746
Nicklas Backstrom,Exeggcute,58.1,102,60,40,80,60,40,0.476821192,0.089403974,0.715231788,0.42384106,0.152317881,16.87948718,-3.4,1.9,0.9,-0.6,0.620118343,0.059171598,0.762721893,0.715976331,0.160946746
Nico Hischier,Mew,76.4,151,100,100,100,100,100,0.933774834,0.844370861,0.894039735,0.844370861,0.880794702,19.28148148,4.5,2.6,1.5,4.8,0.80591716,0.772189349,0.830177515,0.788757396,0.99704142
Nico Sturm,Nidorino,58.5,33,61,72,57,55,65,0.533112583,0.523178808,0.38410596,0.367549669,0.466887417,14.72297297,4.9,-0.6,-0.5,0.1,0.424852071,0.78816568,0.332544379,0.220118343,0.437278107
Nicolas Aube-Kubel,Koffing,65.1,109,40,65,95,60,35,0.178807947,0.430463576,0.844370861,0.42384106,0.105960265,11.35283019,-1.2,3.5,0.1,-0.4,0.152662722,0.198816568,0.892899408,0.526035503,0.219526627
Nicolas Deslauriers,Squirtle,74.7,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,10.1,-2.4,-0.1,-0.6,-0.6,0.077514793,0.107100592,0.418343195,0.204733728,0.160946746
Nicolas Hague,Electrode,56,101,60,50,70,80,140,0.476821192,0.231788079,0.586092715,0.655629139,1,18.09135802,-3.6,1.1,0.7,1.6,0.725443787,0.050295858,0.644970414,0.682840237,0.859171598
Nicolas Roy,Weezing,72.3,110,65,90,120,85,60,0.602649007,0.754966887,0.970198675,0.715231788,0.413907285,16.28923077,5,2.4,0.3,-0.2,0.552662722,0.792307692,0.810650888,0.611242604,0.293491124
Nikita Alexandrov,Staryu,50.1,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,9.814285714,-0.1,0.9,0,1.1,0.055621302,0.371005917,0.60887574,0.428994083,0.782840237
Nikita Kucherov,Magmar,46,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,20.13292683,9.3,-2.4,1.3,3.7,0.861538462,0.906508876,0.141420118,0.767455621,0.984615385
Nikita Nesterenko,Eevee,74.5,133,55,55,50,65,55,0.387417219,0.28807947,0.264900662,0.490066225,0.337748344,13.28888889,-1.2,-0.4,0,0.2,0.305325444,0.198816568,0.359763314,0.428994083,0.480473373
Nikita Okhotiuk,Goldeen,69.8,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,11.73,0.5,0.1,0.1,0,0.181065089,0.467455621,0.463313609,0.526035503,0.392307692
Nikita Zadorov,Machamp,52.2,68,90,130,80,65,55,0.864238411,0.983443709,0.715231788,0.490066225,0.337748344,18.68414634,14.1,2.9,1.1,-0.8,0.765680473,0.970414201,0.853254438,0.737278107,0.120118343
Nikita Zaitsev,Clefairy,73,35,70,45,48,60,35,0.678807947,0.142384106,0.218543046,0.42384106,0.105960265,16.46304348,-3.8,-3.9,-0.1,-0.6,0.573964497,0.040236686,0.075739645,0.336094675,0.160946746
Niko Mikkola,Exeggcute,48.5,102,60,40,80,60,40,0.476821192,0.089403974,0.715231788,0.42384106,0.152317881,17.4308642,-5.4,1.7,-1.2,-1.6,0.672189349,0.012426036,0.742011834,0.113609467,0.027810651
Nikolai Knyzhov,Bellsprout,71,69,50,75,35,70,40,0.321192053,0.546357616,0.089403974,0.559602649,0.152317881,16.14166667,0.7,-1.9,0.2,-0.5,0.537278107,0.490532544,0.175739645,0.573964497,0.18816568
